screen_id	plate_id	plate_name	image_id	cell_line	strain	gene_identifier	phenotype_identifier	channels	pixel_size_x	pixel_size_y	imaging_method
3	2557	JL_120803_S9A	1232969	Not listed	rox3	SPCC1450.05c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1233419	Not listed	skb5	SPCC24B10.13	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1233051	Not listed	SPCC4B3.13	SPCC4B3.13	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1232971	Not listed	SPCC645.13	SPCC645.13	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1233008	Not listed	ucp12	SPCC895.09c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1233328	Not listed	ksp1	SPBC16E9.13	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1233388	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1233111	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1233496	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1233532	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1233467	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2557	JL_120803_S9A	1233280	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1233545	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1234024	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1233691	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1233874	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1233771	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1233910	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1233904	Not listed	seh1	SPAC15F9.02	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1234053	Not listed	rps2401	SPAC17G6.06	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1233880	Not listed	Not listed	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1234083	Not listed	pex13	SPAC3C7.10	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1233595	Not listed	SPAC25G10.01	SPAC25G10.01	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2558	JL_120803_S9B	1234035	Not listed	SPBC36B7.08c	SPBC36B7.08c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234121	Not listed	cbf11	SPCC736.08	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234539	Not listed	trs8502	SPBC1734.07c	CMPO_0000438	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234370	Not listed	SPBC1198.07c	SPBC1198.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234672	Not listed	mug81	SPBC13G1.10c	CMPO_0000438	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234268	Not listed	ppt1	SPAC56F8.04c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234280	Not listed	pfd1	SPBC1D7.01	CMPO_0000438	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234413	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234346	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234689	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234593	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234551	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2559	JL_120804_S10A	1234328	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1234697	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1234973	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1234710	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1234835	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1235059	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1234907	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1234763	Not listed	mrc1	SPAC694.06c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1235198	Not listed	SPAC3A11.10c	SPAC3A11.10c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1234877	Not listed	ppk6	SPAC1805.01c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1235090	Not listed	Not listed	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1235210	Not listed	pac10	SPAC3H8.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2560	JL_120804_S10B	1235162	Not listed	ser2	SPBC3H7.07c	CMPO_0000438	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235273	Not listed	lon1	SPAC22F3.06c	CMPO_0000438	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235285	Not listed	SPAC3H5.08c	SPAC3H5.08c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235580	Not listed	bob1	SPBC215.02	CMPO_0000438	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235321	Not listed	rga8	SPAC13A11.01c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235670	Not listed	SPAC959.06c	SPAC959.06c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235471	Not listed	SPAC14C4.07	SPAC14C4.07	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235773	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235531	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235393	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235465	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235574	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2561	JL_120806_S11A	1235664	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1235849	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1236390	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1236084	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1236269	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1236263	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1236384	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1235908	Not listed	mms1	SPAC3H8.05c	CMPO_0000116	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1235851	Not listed	pom152	SPBC29A10.07	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1235854	Not listed	mug122	SPCC1682.15	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1236192	Not listed	SPCC584.11c	SPCC584.11c	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1236024	Not listed	Not listed	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2562	JL_120806_S11B	1236066	Not listed	rho2	SPAC16.01	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2563	JL_120807_S12A	1236425	Not listed	chp1	SPAC18G6.02c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2563	JL_120807_S12A	1236852	Not listed	fus1	SPAC20G4.02c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2563	JL_120807_S12A	1236948	Not listed	sec74	SPAC26F1.01	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2563	JL_120807_S12A	1236900	Not listed	mvp1	SPAC3A11.06	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2563	JL_120807_S12A	1236627	Not listed	rev3	SPAC688.10	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2563	JL_120807_S12A	1236484	Not listed	gde1	SPAPB1E7.05	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
